Record_ID,Place,Zone,Police_Station,Crime_Type,Severity,Victim_Gender,Victim_Age_Group,Time_of_Crime,Day_of_Week,Month,Year,Weapon_Used,Number_of_Accused,Reported_Within_24h,Case_Status,Additional_Details,Data_Source
NGP-SYN-0756,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,Domestic Violence / Cruelty by Relatives,Medium,Female,18-25,Night (7-11 PM),Sunday,December,2025,None,1,Yes,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0757,Pardi,Zone V,Pardi,Motor Vehicle Theft,Medium,Not Specified,26-35,Afternoon (11 AM-3 PM),Monday,December,2025,Blunt Object,2,Yes,Case Pending,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0758,Besa,Zone V,Besa,Chain Snatching,Medium,Female,26-35,Night (7-11 PM),Thursday,July,2026,Knife/Sharp Weapon,3,Yes,Under Trial,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0759,Giripeth,Zone II,Giripeth,Attempted Murder,High,Male,26-35,Evening (3-7 PM),Saturday,October,2024,Vehicle,3,Yes,Case Closed - Acquitted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0760,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Cyber Fraud,Medium,Male,18-25,Afternoon (11 AM-3 PM),Thursday,November,2025,None/Physical Force,1,No,Case Closed - Convicted,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0761,Seminary Hills,Other,Seminary Hills,Domestic Violence / Cruelty by Relatives,Medium,Female,18-25,Late Night (11 PM-4 AM),Monday,November,2024,Knife/Sharp Weapon,3,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0762,Imambada,Zone VI (Gandhibagh),Imambada,Fraud,Medium,Male,26-35,Late Night (11 PM-4 AM),Sunday,February,2026,None,1,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0763,Sadar,Zone II,Sadar,Assault,Medium,Female,18-25,Night (7-11 PM),Friday,May,2024,None/Physical Force,Unknown,No,Case Closed - Convicted,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0764,Kotwali,Zone VI (Gandhibagh),Kotwali,Chain Snatching,Medium,Female,46-60,Early Morning (4-7 AM),Monday,July,2025,None,2,No,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0765,Dharampeth,Zone II,Dharampeth,Motor Vehicle Theft,Medium,Not Specified,46-60,Morning (7-11 AM),Thursday,March,2025,Blunt Object,1,Yes,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0766,Hawrapeth,Other,Hawrapeth,Theft,Low,Male,26-35,Afternoon (11 AM-3 PM),Saturday,February,2023,None,2,Yes,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0767,Trimurti Nagar,Zone I,Trimurti Nagar,Chain Snatching,Medium,Male,18-25,Evening (3-7 PM),Tuesday,May,2024,None/Physical Force,1,Yes,Chargesheet Filed,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0768,Sonegaon,Zone I,Sonegaon,Molestation,High,Female,36-45,Late Night (11 PM-4 AM),Thursday,November,2025,None/Physical Force,3,No,Case Closed - Convicted,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0769,Godhni,Zone V,Godhni,Murder,High,Female,46-60,Evening (3-7 PM),Tuesday,December,2026,Knife/Sharp Weapon,1,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0770,Seminary Hills,Other,Seminary Hills,Robbery,High,Male,36-45,Night (7-11 PM),Thursday,April,2025,Knife/Sharp Weapon,Unknown,Yes,Case Closed - Acquitted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0771,Mankapur,Other,Mankapur,Rioting,High,Female,36-45,Late Night (11 PM-4 AM),Friday,July,2025,None/Physical Force,2,No,Case Closed - Acquitted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0772,Pardi,Zone V,Pardi,Fraud,Medium,Male,26-35,Night (7-11 PM),Wednesday,May,2024,None,Unknown,No,Under Trial,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0773,Dharampeth,Zone II,Dharampeth,Extortion,Medium,Female,60+,Late Night (11 PM-4 AM),Thursday,November,2023,None/Physical Force,1,No,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0774,Gandhinagar,Other,Gandhinagar,Cybercrime (OTP/Loan App Fraud),Medium,Male,26-35,Night (7-11 PM),Sunday,February,2026,None,2,Yes,Under Trial,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0775,Pardi,Zone V,Pardi,Fraud,Medium,Male,26-35,Late Night (11 PM-4 AM),Saturday,October,2023,Blunt Object,2,No,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0776,MIDC,Zone I,MIDC,Fatal Road Accident (Rash Driving),High,Female,36-45,Late Night (11 PM-4 AM),Sunday,March,2023,None/Physical Force,1,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0777,Pardi,Zone V,Pardi,House Break-in,Medium,Not Specified,26-35,Late Night (11 PM-4 AM),Thursday,March,2026,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0778,Gandhibagh,Zone III,Gandhibagh,Attempted Murder,High,Male,46-60,Morning (7-11 AM),Saturday,October,2026,None/Physical Force,Unknown,No,Case Pending,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0779,Ajni,Zone IV,Ajni,Rape,High,Female,18-25,Evening (3-7 PM),Friday,April,2023,Firearm,1,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0780,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Mobile Phone Snatching,Low,Male,18-25,Evening (3-7 PM),Thursday,March,2026,None,1,Yes,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0781,Hingna,Zone I,Hingna,Murder,High,Not Specified,26-35,Early Morning (4-7 AM),Monday,May,2024,None/Physical Force,1,Yes,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0782,Trimurti Nagar,Zone I,Trimurti Nagar,Cyber Fraud,Medium,Male,18-25,Afternoon (11 AM-3 PM),Sunday,June,2026,None/Physical Force,Unknown,Yes,Chargesheet Filed,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0783,Ajni,Zone IV,Ajni,Domestic Violence / Cruelty by Relatives,Medium,Female,46-60,Late Night (11 PM-4 AM),Saturday,January,2024,Knife/Sharp Weapon,2,Yes,Absconding Accused,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0784,Chaoni,Other,Chaoni,Illegal Liquor Trade,Low,Male,60+,Morning (7-11 AM),Wednesday,February,2026,None,2,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0785,Bajaj Nagar,Zone I,Bajaj Nagar,Cyber Fraud,Medium,Female,60+,Night (7-11 PM),Tuesday,January,2025,Blunt Object,1,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0786,Bajeria,Zone III,Bajeria,Assault,Medium,Female,26-35,Early Morning (4-7 AM),Friday,November,2025,None/Physical Force,3,Yes,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0787,Tehsil,Zone VI (Gandhibagh),Tehsil,Domestic Violence / Cruelty by Relatives,Medium,Female,26-35,Late Night (11 PM-4 AM),Saturday,November,2026,None/Physical Force,3,No,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0788,Bhandewadi,Other,Bhandewadi,Cyber Fraud,Medium,Male,26-35,Night (7-11 PM),Tuesday,August,2023,Blunt Object,1,Yes,Chargesheet Filed,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0789,Dharampeth,Zone II,Dharampeth,Domestic Violence / Cruelty by Relatives,Medium,Female,26-35,Morning (7-11 AM),Thursday,September,2025,Blunt Object,2,No,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0790,Seminary Hills,Other,Seminary Hills,Motor Vehicle Theft,Medium,Female,46-60,Evening (3-7 PM),Monday,January,2026,None,2,No,Case Closed - Convicted,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0791,Manish Nagar,Zone IV,Manish Nagar,Burglary,Medium,Male,46-60,Evening (3-7 PM),Tuesday,June,2023,None,1,Yes,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0792,Pipla,Zone V,Pipla,Cybercrime (OTP/Loan App Fraud),Medium,Female,26-35,Late Night (11 PM-4 AM),Tuesday,August,2025,None/Physical Force,1,No,Case Closed - Convicted,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0793,Gaddi Godam,Zone III,Gaddi Godam,Theft,Low,Male,26-35,Night (7-11 PM),Saturday,July,2023,None,2,No,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0794,Nandanvan,Zone IV,Nandanvan,Chain Snatching,Medium,Female,26-35,Morning (7-11 AM),Friday,February,2025,None/Physical Force,4,No,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0795,Nandanvan,Zone IV,Nandanvan,Motor Vehicle Theft,Medium,Not Specified,26-35,Night (7-11 PM),Friday,November,2026,Blunt Object,Unknown,No,Under Trial,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0796,Lakadganj,Zone VI (Gandhibagh),Lakadganj,Mobile Phone Snatching,Low,Male,36-45,Night (7-11 PM),Wednesday,November,2026,None,2,Yes,Case Pending,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0797,Hudkeshwar,Zone IV,Hudkeshwar,NDPS (Narcotics),Medium,Male,26-35,Afternoon (11 AM-3 PM),Monday,January,2023,Blunt Object,2,Yes,Case Pending,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0798,Gokulpeth,Other,Gokulpeth,Motor Vehicle Theft,Medium,Female,Under 18,Evening (3-7 PM),Friday,February,2024,Blunt Object,2,Yes,Case Closed - Convicted,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0799,Gokulpeth,Other,Gokulpeth,Attempted Murder,High,Not Specified,26-35,Late Night (11 PM-4 AM),Friday,June,2024,None/Physical Force,1,No,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0800,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Murder,High,Not Specified,36-45,Early Morning (4-7 AM),Monday,August,2025,Vehicle,2,No,Chargesheet Filed,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0801,Mominpura,Zone III,Mominpura,Extortion,Medium,Male,Under 18,Morning (7-11 AM),Tuesday,July,2023,None/Physical Force,1,No,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0802,Giripeth,Zone II,Giripeth,Robbery,High,Male,18-25,Evening (3-7 PM),Thursday,June,2024,Vehicle,3,No,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0803,Lakadganj,Zone VI (Gandhibagh),Lakadganj,Burglary,Medium,Male,46-60,Morning (7-11 AM),Monday,September,2024,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0804,Itwari,Zone III,Itwari,Chain Snatching,Medium,Female,60+,Late Night (11 PM-4 AM),Wednesday,December,2025,Blunt Object,1,Yes,Chargesheet Filed,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0805,Godhni,Zone V,Godhni,Attempted Murder,High,Female,26-35,Evening (3-7 PM),Wednesday,July,2024,Vehicle,Unknown,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0806,Suyog Nagar,Other,Suyog Nagar,Cyber Fraud,Medium,Male,36-45,Late Night (11 PM-4 AM),Thursday,March,2024,None,1,Yes,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0807,Manish Nagar,Zone IV,Manish Nagar,Cyber Fraud,Medium,Male,18-25,Evening (3-7 PM),Tuesday,January,2024,None,2,No,Chargesheet Filed,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0808,Kalmeshwar,Other,Kalmeshwar,Attempted Murder,High,Male,26-35,Evening (3-7 PM),Friday,February,2023,Firearm,3,Yes,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0809,Hudkeshwar,Zone IV,Hudkeshwar,Kidnapping,High,Female,36-45,Night (7-11 PM),Monday,April,2024,Firearm,3,Yes,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0810,Gandhibagh,Zone III,Gandhibagh,Murder,High,Male,36-45,Night (7-11 PM),Saturday,July,2023,Blunt Object,1,Yes,Case Closed - Convicted,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0811,Giripeth,Zone II,Giripeth,Mobile Phone Snatching,Low,Male,26-35,Evening (3-7 PM),Saturday,November,2025,None,2,Yes,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0812,Kalyan Nagar,Zone I,Kalyan Nagar,Burglary,Medium,Female,26-35,Evening (3-7 PM),Saturday,October,2024,None,1,No,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0813,Mangalwari,Zone III,Mangalwari,Cyber Fraud,Medium,Male,26-35,Evening (3-7 PM),Wednesday,July,2023,Knife/Sharp Weapon,Unknown,Yes,Case Closed - Convicted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0814,Seminary Hills,Other,Seminary Hills,Molestation,High,Not Specified,18-25,Evening (3-7 PM),Monday,November,2025,Firearm,1,Yes,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0815,Gandhibagh,Zone III,Gandhibagh,Molestation,High,Female,60+,Evening (3-7 PM),Wednesday,September,2024,None/Physical Force,1,Yes,Case Closed - Acquitted,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0816,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,House Break-in,Medium,Female,Under 18,Late Night (11 PM-4 AM),Wednesday,October,2024,None,Unknown,Yes,Case Pending,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0817,Hingna,Zone I,Hingna,Motor Vehicle Theft,Medium,Male,26-35,Evening (3-7 PM),Monday,December,2026,None,1,No,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0818,Ajni,Zone IV,Ajni,Burglary,Medium,Not Specified,36-45,Night (7-11 PM),Wednesday,February,2026,Knife/Sharp Weapon,1,Yes,Case Closed - Acquitted,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0819,Bajaj Nagar,Zone I,Bajaj Nagar,Mobile Phone Snatching,Low,Male,26-35,Late Night (11 PM-4 AM),Monday,October,2023,None,Unknown,Yes,Under Trial,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0820,MIDC,Zone I,MIDC,Cyber Fraud,Medium,Not Specified,18-25,Morning (7-11 AM),Sunday,February,2026,None,1,Yes,Case Closed - Convicted,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0821,Suyog Nagar,Other,Suyog Nagar,Motor Vehicle Theft,Medium,Male,26-35,Late Night (11 PM-4 AM),Tuesday,December,2023,None,1,No,Chargesheet Filed,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0822,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Burglary,Medium,Not Specified,36-45,Late Night (11 PM-4 AM),Saturday,March,2025,Blunt Object,1,Yes,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0823,Ajni,Zone IV,Ajni,Extortion,Medium,Female,46-60,Morning (7-11 AM),Wednesday,March,2026,Knife/Sharp Weapon,1,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0824,Pratap Nagar,Zone I,Pratap Nagar,Chain Snatching,Medium,Female,Under 18,Morning (7-11 AM),Monday,July,2024,None/Physical Force,Unknown,Yes,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0825,Ramdaspeth,Zone II,Ramdaspeth,Fatal Road Accident (Rash Driving),High,Not Specified,36-45,Early Morning (4-7 AM),Monday,July,2024,Vehicle,Unknown,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0826,Gaddi Godam,Zone III,Gaddi Godam,Domestic Violence / Cruelty by Relatives,Medium,Not Specified,26-35,Morning (7-11 AM),Wednesday,May,2026,None,1,No,Under Trial,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0827,Seminary Hills,Other,Seminary Hills,Burglary,Medium,Male,18-25,Night (7-11 PM),Sunday,June,2026,None,Unknown,No,Chargesheet Filed,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0828,Subhash Nagar,Zone I,Subhash Nagar,Chain Snatching,Medium,Male,26-35,Late Night (11 PM-4 AM),Tuesday,July,2024,Blunt Object,1,No,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0829,Shraddhanand Peth,Zone II,Shraddhanand Peth,House Break-in,Medium,Female,36-45,Late Night (11 PM-4 AM),Sunday,March,2024,None/Physical Force,1,Yes,Case Closed - Convicted,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0830,Gitti Khadan,Zone III,Gitti Khadan,Attempted Murder,High,Male,26-35,Afternoon (11 AM-3 PM),Sunday,June,2024,Blunt Object,3,Yes,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0831,Kotwali,Zone VI (Gandhibagh),Kotwali,Robbery,High,Male,26-35,Morning (7-11 AM),Friday,August,2025,Blunt Object,1,Yes,Under Trial,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0832,Pardi,Zone V,Pardi,Fraud,Medium,Female,60+,Night (7-11 PM),Wednesday,July,2024,Blunt Object,2,Yes,Chargesheet Filed,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0833,Sonegaon,Zone I,Sonegaon,Cyber Fraud,Medium,Not Specified,26-35,Evening (3-7 PM),Saturday,October,2026,Blunt Object,3,Yes,Chargesheet Filed,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0834,Giripeth,Zone II,Giripeth,Grievous Hurt,High,Male,36-45,Afternoon (11 AM-3 PM),Monday,January,2025,Blunt Object,2,Yes,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0835,Jaitala,Other,Jaitala,Burglary,Medium,Not Specified,Under 18,Morning (7-11 AM),Sunday,February,2024,Blunt Object,1,No,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0836,Dharampeth,Zone II,Dharampeth,Robbery,High,Not Specified,18-25,Afternoon (11 AM-3 PM),Tuesday,September,2026,Knife/Sharp Weapon,1,Yes,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0837,Jaripatka,Zone V,Jaripatka,Domestic Violence / Cruelty by Relatives,Medium,Female,36-45,Night (7-11 PM),Thursday,June,2026,Blunt Object,Unknown,No,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0838,Shraddhanand Peth,Zone II,Shraddhanand Peth,House Break-in,Medium,Male,26-35,Afternoon (11 AM-3 PM),Thursday,January,2025,Knife/Sharp Weapon,Unknown,Yes,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0839,Manish Nagar,Zone IV,Manish Nagar,Motor Vehicle Theft,Medium,Female,Under 18,Afternoon (11 AM-3 PM),Wednesday,July,2024,Knife/Sharp Weapon,1,Yes,Chargesheet Filed,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0840,Imambada,Zone VI (Gandhibagh),Imambada,Motor Vehicle Theft,Medium,Female,18-25,Late Night (11 PM-4 AM),Friday,December,2024,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0841,Kapil Nagar,Zone V,Kapil Nagar,Mobile Phone Snatching,Low,Female,36-45,Early Morning (4-7 AM),Thursday,September,2026,None,2,Yes,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0842,Beltarodi,Zone IV,Beltarodi,Burglary,Medium,Male,26-35,Night (7-11 PM),Thursday,July,2023,Knife/Sharp Weapon,4,Yes,Chargesheet Filed,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0843,Civil Lines,Zone II,Civil Lines,Chain Snatching,Medium,Female,26-35,Late Night (11 PM-4 AM),Friday,December,2026,Blunt Object,3,Yes,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0844,Ramdaspeth,Zone II,Ramdaspeth,Burglary,Medium,Male,46-60,Afternoon (11 AM-3 PM),Wednesday,May,2023,Blunt Object,2,Yes,Under Trial,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0845,Pratap Nagar,Zone I,Pratap Nagar,Domestic Violence / Cruelty by Relatives,Medium,Female,36-45,Afternoon (11 AM-3 PM),Thursday,June,2025,Blunt Object,2,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0846,MIDC,Zone I,MIDC,Burglary,Medium,Not Specified,26-35,Evening (3-7 PM),Saturday,October,2024,None,Unknown,No,Absconding Accused,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0847,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Theft,Low,Not Specified,60+,Night (7-11 PM),Thursday,September,2023,None,1,No,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0848,Bhandewadi,Other,Bhandewadi,Burglary,Medium,Male,26-35,Morning (7-11 AM),Sunday,July,2025,None,1,Yes,Under Trial,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0849,Friends Colony,Zone IV,Friends Colony,Fatal Road Accident (Rash Driving),High,Not Specified,26-35,Late Night (11 PM-4 AM),Sunday,July,2025,Firearm,1,Yes,Case Closed - Convicted,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0850,Ravi Nagar,Zone II,Ravi Nagar,Domestic Violence / Cruelty by Relatives,Medium,Female,18-25,Night (7-11 PM),Tuesday,July,2024,Blunt Object,2,Yes,Absconding Accused,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0851,Byramji Town,Other,Byramji Town,Robbery,High,Male,36-45,Evening (3-7 PM),Wednesday,June,2026,None/Physical Force,2,Yes,Case Closed - Convicted,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
